species,treatment,stage,replicate,plantnumber,plotnumber ,awMPD,moisture,lightavailable,heightinitial,date,survived
Panvi,I,E,a,1,1,96.76059536,7.125,83.20474777,397,1,1
Panvi,I,E,a,2,1,96.76059536,7.125,83.20474777,266,1,1
Panvi,I,E,a,3,1,96.76059536,7.125,83.20474777,251,1,1
Panvi,I,E,a,4,1,96.76059536,7.125,83.20474777,351,1,1
Panvi,I,E,a,5,1,96.76059536,7.125,83.20474777,282,1,1
Panvi,I,E,a,6,1,96.76059536,7.125,83.20474777,361,1,1
Liaas,IF,E,a,1,2,266.2661781,6.6,80.75936378,78,1,0
Liaas,IF,E,a,2,2,266.2661781,6.6,80.75936378,10,1,0
Liaas,IF,E,a,3,2,266.2661781,6.6,80.75936378,33,1,1
Liaas,IF,E,a,4,2,266.2661781,6.6,80.75936378,14,1,1
Andge,I,E,a,1,3,97.87943041,6.025,59.401926,118,1,1
Andge,I,E,a,2,3,97.87943041,6.025,59.401926,212,1,1
Andge,I,E,a,3,3,97.87943041,6.025,59.401926,146,1,1
Andge,I,E,a,4,3,97.87943041,6.025,59.401926,230,1,1
Andge,I,E,a,5,3,97.87943041,6.025,59.401926,247,1,1
Andge,I,E,a,6,3,97.87943041,6.025,59.401926,90,1,1
Bougr,I,E,a,1,4,107.4811673,7.5,69.86089645,244,1,1
Bougr,I,E,a,2,4,107.4811673,7.5,69.86089645,235,1,1
Bougr,I,E,a,3,4,107.4811673,7.5,69.86089645,143,1,1
Bougr,I,E,a,4,4,107.4811673,7.5,69.86089645,303,1,1
Bougr,I,E,a,5,4,107.4811673,7.5,69.86089645,236,1,1
Bougr,I,E,a,6,4,107.4811673,7.5,69.86089645,256,1,1
Muhra,I,E,a,1,5,122.5813036,6.025,69.50074147,265,1,1
Muhra,I,E,a,2,5,122.5813036,6.025,69.50074147,225,1,1
Muhra,I,E,a,3,5,122.5813036,6.025,69.50074147,200,1,1
Muhra,I,E,a,4,5,122.5813036,6.025,69.50074147,231,1,1
Muhra,I,E,a,5,5,122.5813036,6.025,69.50074147,245,1,1
Muhra,I,E,a,6,5,122.5813036,6.025,69.50074147,315,1,1
Ascsy,IF,E,a,1,6,257.9498414,3.65,62.46746486,67,1,0
Ascsy,IF,E,a,2,6,257.9498414,3.65,62.46746486,59,1,1
Ascsy,IF,E,a,3,6,257.9498414,3.65,62.46746486,125,1,0
Ascsy,IF,E,a,4,6,257.9498414,3.65,62.46746486,98,1,1
Monfi,IF,E,a,1,7,268.5579337,6.625,56.59251221,30,1,1
Monfi,IF,E,a,2,7,268.5579337,6.625,56.59251221,11,1,1
Monfi,IF,E,a,3,7,268.5579337,6.625,56.59251221,40,1,0
Monfi,IF,E,a,4,7,268.5579337,6.625,56.59251221,22,1,0
Ascsy,I,E,a,1,8,269.5964525,6.425,59.6214511,85,1,1
Ascsy,I,E,a,2,8,269.5964525,6.425,59.6214511,81,1,1
Ascsy,I,E,a,3,8,269.5964525,6.425,59.6214511,82,1,1
Ascsy,I,E,a,4,8,269.5964525,6.425,59.6214511,66,1,0
Panvi,IF,E,a,1,9,101.1568795,6.025,72.15521762,376,1,0
Panvi,IF,E,a,2,9,101.1568795,6.025,72.15521762,298,1,1
Panvi,IF,E,a,3,9,101.1568795,6.025,72.15521762,174,1,1
Panvi,IF,E,a,4,9,101.1568795,6.025,72.15521762,343,1,1
Panvi,IF,E,a,5,9,101.1568795,6.025,72.15521762,331,1,1
Panvi,IF,E,a,6,9,101.1568795,6.025,72.15521762,310,1,1
Schsc,C,E,a,1,10,86.95800707,6.6,65.60678325,118,1,1
Schsc,C,E,a,2,10,86.95800707,6.6,65.60678325,135,1,1
Schsc,C,E,a,3,10,86.95800707,6.6,65.60678325,85,1,1
Schsc,C,E,a,4,10,86.95800707,6.6,65.60678325,150,1,1
Schsc,C,E,a,5,10,86.95800707,6.6,65.60678325,109,1,1
Schsc,C,E,a,6,10,86.95800707,6.6,65.60678325,91,1,1
Andge,IF,E,a,1,11,141.4314636,5.825,68.25902335,210,1,1
Andge,IF,E,a,2,11,141.4314636,5.825,68.25902335,175,1,1
Andge,IF,E,a,3,11,141.4314636,5.825,68.25902335,225,1,1
Andge,IF,E,a,4,11,141.4314636,5.825,68.25902335,145,1,1
Andge,IF,E,a,5,11,141.4314636,5.825,68.25902335,218,1,1
Andge,IF,E,a,6,11,141.4314636,5.825,68.25902335,233,1,1
Muhra,I,E,b,1,12,113.384167,5.15,71.66666667,260,1,1
Muhra,I,E,b,2,12,113.384167,5.15,71.66666667,273,1,1
Muhra,I,E,b,3,12,113.384167,5.15,71.66666667,305,1,1
Muhra,I,E,b,4,12,113.384167,5.15,71.66666667,290,1,1
Muhra,I,E,b,5,12,113.384167,5.15,71.66666667,238,1,1
Muhra,I,E,b,6,12,113.384167,5.15,71.66666667,252,1,1
Andge,IF,E,b,1,13,83.65441818,6.575,64.52095808,266,1,1
Andge,IF,E,b,2,13,83.65441818,6.575,64.52095808,274,1,1
Andge,IF,E,b,3,13,83.65441818,6.575,64.52095808,283,1,1
Andge,IF,E,b,4,13,83.65441818,6.575,64.52095808,290,1,1
Andge,IF,E,b,5,13,83.65441818,6.575,64.52095808,76,1,1
Andge,IF,E,b,6,13,83.65441818,6.575,64.52095808,133,1,1
Asctu,C,E,a,1,14,256.2485071,7.55,53.91260163,67,1,1
Asctu,C,E,a,2,14,256.2485071,7.55,53.91260163,36,1,0
Asctu,C,E,a,3,14,256.2485071,7.55,53.91260163,59,1,1
Asctu,C,E,a,4,14,256.2485071,7.55,53.91260163,63,1,1
Asctu,C,E,a,5,14,256.2485071,7.55,53.91260163,60,1,1
Asctu,C,E,a,6,14,256.2485071,7.55,53.91260163,58,1,1
Sornu,I,E,a,1,15,75.16350132,8.45,57.45734728,390,1,1
Sornu,I,E,a,2,15,75.16350132,8.45,57.45734728,292,1,1
Sornu,I,E,a,3,15,75.16350132,8.45,57.45734728,310,1,1
Sornu,I,E,a,4,15,75.16350132,8.45,57.45734728,253,1,1
Asctu,I,E,a,1,16,267.7343296,6.125,49.69727548,73,1,1
Asctu,I,E,a,2,16,267.7343296,6.125,49.69727548,60,1,1
Asctu,I,E,a,3,16,267.7343296,6.125,49.69727548,60,1,1
Asctu,I,E,a,4,16,267.7343296,6.125,49.69727548,55,1,0
Asctu,I,E,a,5,16,267.7343296,6.125,49.69727548,42,1,1
Asctu,I,E,a,6,16,267.7343296,6.125,49.69727548,62,1,1
Monfi,IF,E,b,1,17,247.3643741,7.35,62.23048327,33,1,0
Monfi,IF,E,b,2,17,247.3643741,7.35,62.23048327,15,1,1
Monfi,IF,E,b,3,17,247.3643741,7.35,62.23048327,32,1,1
Monfi,IF,E,b,4,17,247.3643741,7.35,62.23048327,21,1,0
Spohe,I,E,a,1,18,106.9196398,5.05,47.26756565,28,1,1
Spohe,I,E,a,2,18,106.9196398,5.05,47.26756565,101,1,0
Spohe,I,E,a,3,18,106.9196398,5.05,47.26756565,33,1,0
Astaz,C,E,a,1,19,251.6009262,4.95,62.01991465,20,1,1
Astaz,C,E,a,2,19,251.6009262,4.95,62.01991465,38,1,1
Astaz,C,E,a,3,19,251.6009262,4.95,62.01991465,34,1,1
Astaz,C,E,a,4,19,251.6009262,4.95,62.01991465,31,1,1
Astaz,C,E,a,5,19,251.6009262,4.95,62.01991465,19,1,1
Astaz,C,E,a,6,19,251.6009262,4.95,62.01991465,40,1,1
Rudhi,I,E,a,1,20,239.172012,7.025,66.26760563,27,1,1
Rudhi,I,E,a,2,20,239.172012,7.025,66.26760563,55,1,1
Rudhi,I,E,a,3,20,239.172012,7.025,66.26760563,36,1,1
Rudhi,I,E,a,4,20,239.172012,7.025,66.26760563,48,1,1
Rudhi,I,E,a,5,20,239.172012,7.025,66.26760563,24,1,1
Rudhi,I,E,a,6,20,239.172012,7.025,66.26760563,14,1,1
Agafo,I,E,a,1,21,263.2497193,7.825,65.70904645,52,1,0
Agafo,I,E,a,2,21,263.2497193,7.825,65.70904645,20,1,1
Agafo,I,E,a,3,21,263.2497193,7.825,65.70904645,44,1,0
Agafo,I,E,a,4,21,263.2497193,7.825,65.70904645,32,1,1
Agafo,I,E,a,5,21,263.2497193,7.825,65.70904645,37,1,0
Agafo,I,E,a,6,21,263.2497193,7.825,65.70904645,32,1,1
Andge,I,E,b,1,22,119.6653805,7.55,56.03900975,211,1,1
Andge,I,E,b,2,22,119.6653805,7.55,56.03900975,172,1,1
Andge,I,E,b,3,22,119.6653805,7.55,56.03900975,176,1,1
Andge,I,E,b,4,22,119.6653805,7.55,56.03900975,183,1,1
Andge,I,E,b,5,22,119.6653805,7.55,56.03900975,166,1,1
Andge,I,E,b,6,22,119.6653805,7.55,56.03900975,159,1,1
Bougr,I,E,b,1,23,95.57412834,6.3,66.53726708,227,1,1
Bougr,I,E,b,2,23,95.57412834,6.3,66.53726708,201,1,1
Bougr,I,E,b,3,23,95.57412834,6.3,66.53726708,208,1,1
Bougr,I,E,b,4,23,95.57412834,6.3,66.53726708,275,1,1
Bougr,I,E,b,5,23,95.57412834,6.3,66.53726708,179,1,1
Bougr,I,E,b,6,23,95.57412834,6.3,66.53726708,152,1,1
Boucu,I,E,a,1,24,70.44516203,6.025,59.65309201,243,1,1
Boucu,I,E,a,2,24,70.44516203,6.025,59.65309201,270,1,1
Boucu,I,E,a,3,24,70.44516203,6.025,59.65309201,165,1,1
Boucu,I,E,a,4,24,70.44516203,6.025,59.65309201,165,1,1
Boucu,I,E,a,5,24,70.44516203,6.025,59.65309201,208,1,1
Liaas,C,E,a,1,25,241.8774789,5.3,70.59314954,11,1,1
Liaas,C,E,a,2,25,241.8774789,5.3,70.59314954,14,1,0
Liaas,C,E,a,3,25,241.8774789,5.3,70.59314954,16,1,0
Liaas,C,E,a,4,25,241.8774789,5.3,70.59314954,30,1,1
Sornu,C,E,a,1,26,89.47093414,5.875,56.92850838,321,1,1
Sornu,C,E,a,2,26,89.47093414,5.875,56.92850838,161,1,1
Sornu,C,E,a,3,26,89.47093414,5.875,56.92850838,220,1,1
Sornu,C,E,a,4,26,89.47093414,5.875,56.92850838,300,1,1
Panvi,IF,E,b,1,27,123.6651825,4.375,58.92720307,335,1,1
Panvi,IF,E,b,2,27,123.6651825,4.375,58.92720307,62,1,1
Panvi,IF,E,b,3,27,123.6651825,4.375,58.92720307,350,1,1
Panvi,IF,E,b,4,27,123.6651825,4.375,58.92720307,330,1,1
Panvi,IF,E,b,5,27,123.6651825,4.375,58.92720307,351,1,1
Panvi,IF,E,b,6,27,123.6651825,4.375,58.92720307,239,1,1
Boucu,I,E,b,1,28,84.29337358,5.3,63.32209106,265,1,1
Boucu,I,E,b,2,28,84.29337358,5.3,63.32209106,77,1,1
Boucu,I,E,b,3,28,84.29337358,5.3,63.32209106,183,1,1
Boucu,I,E,b,4,28,84.29337358,5.3,63.32209106,181,1,1
Boucu,I,E,b,5,28,84.29337358,5.3,63.32209106,153,1,1
Asctu,C,E,b,1,29,267.5672949,4.6,68.95958727,65,1,1
Asctu,C,E,b,2,29,267.5672949,4.6,68.95958727,56,1,1
Asctu,C,E,b,3,29,267.5672949,4.6,68.95958727,49,1,1
Asctu,C,E,b,4,29,267.5672949,4.6,68.95958727,56,1,0
Asctu,C,E,b,5,29,267.5672949,4.6,68.95958727,49,1,0
Asctu,C,E,b,6,29,267.5672949,4.6,68.95958727,61,1,1
Monfi,IF,E,c,1,30,260.3369509,5.825,64.53089245,27,1,0
Monfi,IF,E,c,2,30,260.3369509,5.825,64.53089245,32,1,1
Monfi,IF,E,c,3,30,260.3369509,5.825,64.53089245,14,1,0
Monfi,IF,E,c,4,30,260.3369509,5.825,64.53089245,10,1,0
Astaz,IF,E,a,1,31,237.9428188,6.25,66.37781629,26,1,1
Astaz,IF,E,a,2,31,237.9428188,6.25,66.37781629,35,1,1
Astaz,IF,E,a,3,31,237.9428188,6.25,66.37781629,44,1,1
Astaz,IF,E,a,4,31,237.9428188,6.25,66.37781629,24,1,0
Astaz,IF,E,a,5,31,237.9428188,6.25,66.37781629,12,1,1
Astaz,IF,E,a,6,31,237.9428188,6.25,66.37781629,24,1,0
Asctu,IF,E,a,1,32,270.4638161,6.775,54.36241611,59,1,1
Asctu,IF,E,a,2,32,270.4638161,6.775,54.36241611,70,1,1
Asctu,IF,E,a,3,32,270.4638161,6.775,54.36241611,48,1,1
Asctu,IF,E,a,4,32,270.4638161,6.775,54.36241611,52,1,1
Asctu,IF,E,a,5,32,270.4638161,6.775,54.36241611,65,1,1
Asctu,IF,E,a,6,32,270.4638161,6.775,54.36241611,57,1,1
Ascsy,C,E,a,1,33,257.4808651,4.675,45.87719298,80,1,1
Ascsy,C,E,a,2,33,257.4808651,4.675,45.87719298,62,1,1
Ascsy,C,E,a,3,33,257.4808651,4.675,45.87719298,120,1,1
Ascsy,C,E,a,4,33,257.4808651,4.675,45.87719298,89,1,1
Asctu,IF,E,b,1,34,260.961251,5.725,51.52671756,54,1,0
Asctu,IF,E,b,2,34,260.961251,5.725,51.52671756,45,1,1
Asctu,IF,E,b,3,34,260.961251,5.725,51.52671756,55,1,1
Asctu,IF,E,b,4,34,260.961251,5.725,51.52671756,55,1,1
Asctu,IF,E,b,5,34,260.961251,5.725,51.52671756,48,1,1
Asctu,IF,E,b,6,34,260.961251,5.725,51.52671756,56,1,0
Schsc,I,E,a,1,35,110.2208893,6.85,80.13468013,76,1,1
Schsc,I,E,a,2,35,110.2208893,6.85,80.13468013,145,1,1
Schsc,I,E,a,3,35,110.2208893,6.85,80.13468013,118,1,1
Schsc,I,E,a,4,35,110.2208893,6.85,80.13468013,103,1,1
Schsc,I,E,a,5,35,110.2208893,6.85,80.13468013,107,1,0
Schsc,I,E,a,6,35,110.2208893,6.85,80.13468013,133,1,1
Schsc,IF,E,a,1,36,149.6962154,4.925,45.61207378,87,1,1
Schsc,IF,E,a,2,36,149.6962154,4.925,45.61207378,178,1,0
Schsc,IF,E,a,3,36,149.6962154,4.925,45.61207378,135,1,1
Schsc,IF,E,a,4,36,149.6962154,4.925,45.61207378,161,1,1
Schsc,IF,E,a,5,36,149.6962154,4.925,45.61207378,141,1,1
Schsc,IF,E,a,6,36,149.6962154,4.925,45.61207378,105,1,1
Bougr,IF,E,a,1,37,128.9629431,4.575,43.38781575,100,1,1
Bougr,IF,E,a,2,37,128.9629431,4.575,43.38781575,246,1,1
Bougr,IF,E,a,3,37,128.9629431,4.575,43.38781575,180,1,1
Bougr,IF,E,a,4,37,128.9629431,4.575,43.38781575,168,1,1
Bougr,IF,E,a,5,37,128.9629431,4.575,43.38781575,260,1,1
Bougr,IF,E,a,6,37,128.9629431,4.575,43.38781575,305,1,1
Sornu,IF,E,a,1,38,100.1082247,4.925,60.74313409,265,1,1
Sornu,IF,E,a,2,38,100.1082247,4.925,60.74313409,327,1,1
Sornu,IF,E,a,3,38,100.1082247,4.925,60.74313409,252,1,1
Sornu,IF,E,a,4,38,100.1082247,4.925,60.74313409,309,1,1
Monfi,I,E,a,1,39,259.8012396,5.975,50.2071251,41,1,0
Monfi,I,E,a,2,39,259.8012396,5.975,50.2071251,45,1,0
Monfi,I,E,a,3,39,259.8012396,5.975,50.2071251,10,1,0
Monfi,I,E,a,4,39,259.8012396,5.975,50.2071251,19,1,0
Sornu,C,E,b,1,40,135.5805714,5.05,58.32566697,255,1,1
Sornu,C,E,b,2,40,135.5805714,5.05,58.32566697,354,1,1
Sornu,C,E,b,3,40,135.5805714,5.05,58.32566697,112,1,1
Sornu,C,E,b,4,40,135.5805714,5.05,58.32566697,321,1,1
Monfi,C,E,a,1,41,215.1358654,5.1,73.67506516,52,1,0
Monfi,C,E,a,2,41,215.1358654,5.1,73.67506516,35,1,0
Monfi,C,E,a,3,41,215.1358654,5.1,73.67506516,91,1,1
Monfi,C,E,a,4,41,215.1358654,5.1,73.67506516,14,1,0
Ascsy,IF,E,b,1,42,221.2685021,3.75,72.20561865,48,1,1
Ascsy,IF,E,b,2,42,221.2685021,3.75,72.20561865,68,1,0
Ascsy,IF,E,b,3,42,221.2685021,3.75,72.20561865,87,1,1
Ascsy,IF,E,b,4,42,221.2685021,3.75,72.20561865,96,1,1
Schsc,IF,E,b,1,43,133.5438109,5.375,83.52524358,126,1,1
Schsc,IF,E,b,2,43,133.5438109,5.375,83.52524358,124,1,1
Schsc,IF,E,b,3,43,133.5438109,5.375,83.52524358,153,1,1
Schsc,IF,E,b,4,43,133.5438109,5.375,83.52524358,166,1,1
Schsc,IF,E,b,5,43,133.5438109,5.375,83.52524358,143,1,1
Schsc,IF,E,b,6,43,133.5438109,5.375,83.52524358,110,1,1
Boucu,IF,E,a,1,44,168.4583412,5.775,55.53709856,193,1,1
Boucu,IF,E,a,2,44,168.4583412,5.775,55.53709856,215,1,1
Boucu,IF,E,a,3,44,168.4583412,5.775,55.53709856,245,1,1
Boucu,IF,E,a,4,44,168.4583412,5.775,55.53709856,263,1,1
Boucu,IF,E,a,5,44,168.4583412,5.775,55.53709856,221,1,1
Andge,C,E,a,1,45,121.9183083,3.5,43.67758186,116,1,1
Andge,C,E,a,2,45,121.9183083,3.5,43.67758186,110,1,1
Andge,C,E,a,3,45,121.9183083,3.5,43.67758186,97,1,1
Andge,C,E,a,4,45,121.9183083,3.5,43.67758186,220,1,1
Andge,C,E,a,5,45,121.9183083,3.5,43.67758186,200,1,1
Andge,C,E,a,6,45,121.9183083,3.5,43.67758186,51,1,1
Spohe,C,E,a,1,46,106.3063192,5.425,80.53156146,94,1,1
Spohe,C,E,a,2,46,106.3063192,5.425,80.53156146,60,1,0
Spohe,C,E,a,3,46,106.3063192,5.425,80.53156146,65,1,0
Liaas,C,E,b,1,47,258.96001,5.25,46.54756156,45,1,1
Liaas,C,E,b,2,47,258.96001,5.25,46.54756156,23,1,0
Liaas,C,E,b,3,47,258.96001,5.25,46.54756156,10,1,0
Liaas,C,E,b,4,47,258.96001,5.25,46.54756156,25,1,1
Astaz,I,E,a,1,48,259.3284142,7.225,33.71685843,46,1,1
Astaz,I,E,a,2,48,259.3284142,7.225,33.71685843,30,1,1
Astaz,I,E,a,3,48,259.3284142,7.225,33.71685843,24,1,0
Astaz,I,E,a,4,48,259.3284142,7.225,33.71685843,36,1,1
Astaz,I,E,a,5,48,259.3284142,7.225,33.71685843,54,1,1
Astaz,I,E,a,6,48,259.3284142,7.225,33.71685843,12,1,1
Muhra,IF,E,a,1,49,143.4805806,4.975,66.46284102,236,1,1
Muhra,IF,E,a,2,49,143.4805806,4.975,66.46284102,245,1,1
Muhra,IF,E,a,3,49,143.4805806,4.975,66.46284102,281,1,1
Muhra,IF,E,a,4,49,143.4805806,4.975,66.46284102,232,1,1
Muhra,IF,E,a,5,49,143.4805806,4.975,66.46284102,286,1,1
Muhra,IF,E,a,6,49,143.4805806,4.975,66.46284102,295,1,1
Schsc,I,E,b,1,50,126.0954509,5.7,29.80812137,103,1,1
Schsc,I,E,b,2,50,126.0954509,5.7,29.80812137,117,1,1
Schsc,I,E,b,3,50,126.0954509,5.7,29.80812137,162,1,1
Schsc,I,E,b,4,50,126.0954509,5.7,29.80812137,113,1,1
Schsc,I,E,b,5,50,126.0954509,5.7,29.80812137,71,1,1
Schsc,I,E,b,6,50,126.0954509,5.7,29.80812137,66,1,1
Schsc,IF,E,c,1,51,183.8398019,7.05,50.3131524,92,1,1
Schsc,IF,E,c,2,51,183.8398019,7.05,50.3131524,136,1,1
Schsc,IF,E,c,3,51,183.8398019,7.05,50.3131524,41,1,1
Schsc,IF,E,c,4,51,183.8398019,7.05,50.3131524,105,1,1
Schsc,IF,E,c,5,51,183.8398019,7.05,50.3131524,145,1,1
Schsc,IF,E,c,6,51,183.8398019,7.05,50.3131524,129,1,1
Spohe,I,E,b,1,52,102.6858594,5.1,65.76019778,86,1,1
Spohe,I,E,b,2,52,102.6858594,5.1,65.76019778,29,1,0
Spohe,I,E,b,3,52,102.6858594,5.1,65.76019778,63,1,1
Monfi,I,E,b,1,53,255.0150874,6.325,53.010279,15,1,0
Monfi,I,E,b,2,53,255.0150874,6.325,53.010279,45,1,1
Monfi,I,E,b,3,53,255.0150874,6.325,53.010279,10,1,1
Monfi,I,E,b,4,53,255.0150874,6.325,53.010279,28,1,0
Rudhi,I,E,b,1,54,240.225911,5.225,52.51277683,40,1,1
Rudhi,I,E,b,2,54,240.225911,5.225,52.51277683,27,1,1
Rudhi,I,E,b,3,54,240.225911,5.225,52.51277683,34,1,1
Rudhi,I,E,b,4,54,240.225911,5.225,52.51277683,48,1,1
Rudhi,I,E,b,5,54,240.225911,5.225,52.51277683,52,1,1
Rudhi,I,E,b,6,54,240.225911,5.225,52.51277683,40,1,1
Andge,C,E,b,1,55,87.00203311,6.225,56.54362416,235,1,1
Andge,C,E,b,2,55,87.00203311,6.225,56.54362416,55,1,1
Andge,C,E,b,3,55,87.00203311,6.225,56.54362416,240,1,1
Andge,C,E,b,4,55,87.00203311,6.225,56.54362416,160,1,1
Andge,C,E,b,5,55,87.00203311,6.225,56.54362416,240,1,1
Andge,C,E,b,6,55,87.00203311,6.225,56.54362416,187,1,0
Boucu,C,E,a,1,56,135.8490163,5.475,71.56762295,130,1,1
Boucu,C,E,a,2,56,135.8490163,5.475,71.56762295,178,1,1
Boucu,C,E,a,3,56,135.8490163,5.475,71.56762295,181,1,1
Boucu,C,E,a,4,56,135.8490163,5.475,71.56762295,305,1,1
Boucu,C,E,a,5,56,135.8490163,5.475,71.56762295,181,1,1
Monfi,I,E,c,1,57,248.4153746,5.475,69.81865285,31,1,1
Monfi,I,E,c,2,57,248.4153746,5.475,69.81865285,28,1,0
Monfi,I,E,c,3,57,248.4153746,5.475,69.81865285,27,1,0
Monfi,I,E,c,4,57,248.4153746,5.475,69.81865285,12,1,0
Achmi,C,E,a,1,58,258.4216805,5.15,55.24965002,30,1,0
Achmi,C,E,a,2,58,258.4216805,5.15,55.24965002,61,1,1
Achmi,C,E,a,3,58,258.4216805,5.15,55.24965002,35,1,1
Achmi,C,E,a,4,58,258.4216805,5.15,55.24965002,32,1,0
Achmi,C,E,a,5,58,258.4216805,5.15,55.24965002,43,1,1
Achmi,C,E,a,6,58,258.4216805,5.15,55.24965002,72,1,1
Sornu,C,E,c,1,59,98.21156445,6.65,41.04378594,350,1,1
Sornu,C,E,c,2,59,98.21156445,6.65,41.04378594,175,1,1
Sornu,C,E,c,3,59,98.21156445,6.65,41.04378594,328,1,1
Sornu,C,E,c,4,59,98.21156445,6.65,41.04378594,255,1,1
Ascsy,I,E,b,1,60,265.2293997,6.8,33.73390558,47,1,1
Ascsy,I,E,b,2,60,265.2293997,6.8,33.73390558,69,1,1
Ascsy,I,E,b,3,60,265.2293997,6.8,33.73390558,86,1,1
Ascsy,I,E,b,4,60,265.2293997,6.8,33.73390558,73,1,1
Liaas,IF,E,b,1,61,231.0864964,6.525,51.11532985,10,1,1
Liaas,IF,E,b,2,61,231.0864964,6.525,51.11532985,71,1,0
Liaas,IF,E,b,3,61,231.0864964,6.525,51.11532985,25,1,1
Liaas,IF,E,b,4,61,231.0864964,6.525,51.11532985,12,1,0
Muhra,C,E,a,1,62,72.43466935,6.225,73.6204576,225,1,1
Muhra,C,E,a,2,62,72.43466935,6.225,73.6204576,251,1,1
Muhra,C,E,a,3,62,72.43466935,6.225,73.6204576,100,1,1
Muhra,C,E,a,4,62,72.43466935,6.225,73.6204576,319,1,1
Muhra,C,E,a,5,62,72.43466935,6.225,73.6204576,267,1,1
Muhra,C,E,a,6,62,72.43466935,6.225,73.6204576,254,1,1
Muhra,IF,E,b,1,63,102.8210639,5.8,66.08391608,276,1,1
Muhra,IF,E,b,2,63,102.8210639,5.8,66.08391608,269,1,1
Muhra,IF,E,b,3,63,102.8210639,5.8,66.08391608,240,1,1
Muhra,IF,E,b,4,63,102.8210639,5.8,66.08391608,276,1,1
Muhra,IF,E,b,5,63,102.8210639,5.8,66.08391608,274,1,1
Muhra,IF,E,b,6,63,102.8210639,5.8,66.08391608,213,1,1
Asctu,IF,E,c,1,64,267.1618565,6.375,57.22171113,54,1,0
Asctu,IF,E,c,2,64,267.1618565,6.375,57.22171113,63,1,1
Asctu,IF,E,c,3,64,267.1618565,6.375,57.22171113,49,1,1
Asctu,IF,E,c,4,64,267.1618565,6.375,57.22171113,37,1,1
Asctu,IF,E,c,5,64,267.1618565,6.375,57.22171113,57,1,1
Asctu,IF,E,c,6,64,267.1618565,6.375,57.22171113,57,1,1
Asctu,I,E,b,1,65,259.3253101,4.65,72.95501022,53,1,1
Asctu,I,E,b,2,65,259.3253101,4.65,72.95501022,65,1,1
Asctu,I,E,b,3,65,259.3253101,4.65,72.95501022,45,1,1
Asctu,I,E,b,4,65,259.3253101,4.65,72.95501022,64,1,1
Asctu,I,E,b,5,65,259.3253101,4.65,72.95501022,60,1,1
Asctu,I,E,b,6,65,259.3253101,4.65,72.95501022,61,1,1
Panvi,C,E,a,1,66,142.8101196,4.75,61.32629108,170,1,1
Panvi,C,E,a,2,66,142.8101196,4.75,61.32629108,348,1,1
Panvi,C,E,a,3,66,142.8101196,4.75,61.32629108,210,1,1
Panvi,C,E,a,4,66,142.8101196,4.75,61.32629108,135,1,1
Panvi,C,E,a,5,66,142.8101196,4.75,61.32629108,102,1,1
Panvi,C,E,a,6,66,142.8101196,4.75,61.32629108,458,1,1
Astaz,I,E,b,1,67,265.6207838,4.9,71.30883301,25,1,1
Astaz,I,E,b,2,67,265.6207838,4.9,71.30883301,14,1,0
Astaz,I,E,b,3,67,265.6207838,4.9,71.30883301,50,1,0
Astaz,I,E,b,4,67,265.6207838,4.9,71.30883301,29,1,1
Astaz,I,E,b,5,67,265.6207838,4.9,71.30883301,29,1,1
Astaz,I,E,b,6,67,265.6207838,4.9,71.30883301,34,1,1
Astaz,C,E,b,1,68,259.5652024,5.05,51.9414744,22,1,1
Astaz,C,E,b,2,68,259.5652024,5.05,51.9414744,45,1,1
Astaz,C,E,b,3,68,259.5652024,5.05,51.9414744,40,1,1
Astaz,C,E,b,4,68,259.5652024,5.05,51.9414744,39,1,1
Astaz,C,E,b,5,68,259.5652024,5.05,51.9414744,29,1,1
Astaz,C,E,b,6,68,259.5652024,5.05,51.9414744,47,1,1
Astaz,IF,E,b,1,69,256.1400133,5.625,62.46799795,32,1,1
Astaz,IF,E,b,2,69,256.1400133,5.625,62.46799795,13,1,1
Astaz,IF,E,b,3,69,256.1400133,5.625,62.46799795,40,1,1
Astaz,IF,E,b,4,69,256.1400133,5.625,62.46799795,16,1,1
Astaz,IF,E,b,5,69,256.1400133,5.625,62.46799795,37,1,0
Astaz,IF,E,b,6,69,256.1400133,5.625,62.46799795,27,1,1
Achmi,C,E,b,1,70,265.6464189,5.425,49.67562558,79,1,1
Achmi,C,E,b,2,70,265.6464189,5.425,49.67562558,75,1,1
Achmi,C,E,b,3,70,265.6464189,5.425,49.67562558,35,1,1
Achmi,C,E,b,4,70,265.6464189,5.425,49.67562558,49,1,1
Achmi,C,E,b,5,70,265.6464189,5.425,49.67562558,62,1,1
Achmi,C,E,b,6,70,265.6464189,5.425,49.67562558,80,1,1
Ascsy,C,E,b,1,71,268.8892231,5.3,56.38888889,100,1,1
Ascsy,C,E,b,2,71,268.8892231,5.3,56.38888889,82,1,1
Ascsy,C,E,b,3,71,268.8892231,5.3,56.38888889,104,1,1
Ascsy,C,E,b,4,71,268.8892231,5.3,56.38888889,114,1,0
Sornu,IF,E,b,1,72,87.814152,4.875,45.2811245,271,1,1
Sornu,IF,E,b,2,72,87.814152,4.875,45.2811245,300,1,1
Sornu,IF,E,b,3,72,87.814152,4.875,45.2811245,321,1,0
Sornu,IF,E,b,4,72,87.814152,4.875,45.2811245,330,1,1
Agafo,IF,E,a,1,73,241.3845127,5.925,69.23847695,65,1,1
